StationName,RouteNumbers,geometry
Нижние Котлы,АН8; А164; А298; А742; А751; А142; А275; АС8; АО47; АТ40; АТ71; АТ8,POINT (37.62551736 55.67798058)
Метро Нагатинская,А907; АН8; А351; АТ8; А142; А275; А700; АО47; АТ10; АТ40; АТ71,POINT (37.62357841 55.68441771)
МЦК Верхние Котлы,А907; АН8; А351; АТ8; А142; А275; А700; АО47; АТ10; АТ40; АТ71,POINT (37.62171054 55.68969014)
Стадион Труд,А907; А186; АН8; А351; АТ8; АМ5; А142; А44; А275; А700; АО47; АТ10; АТ40; АТ71,POINT (37.62106257 55.69640401)
Новоданиловский пр. - Академия водного транспорта,А186; АН8; АТ8; АМ5; А142; А44; А275; А700; АО47; АТ10; АТ40; АТ71,POINT (37.6218884 55.7023698)
Метро Тульская (южн.),А275; А9; АО47; АТ10,POINT (37.62170311 55.7089038)
Метро Тульская (сев.),А907; АН8; АМ5; АМ6; А700; АО47; АТ71; АТ8,POINT (37.62215703 55.71026532)
Серпуховская Застава,АН8; АМ5; АМ6; А700; АТ71; АТ8,POINT (37.62458854 55.71387425)
Александровские казармы,АН8; АМ5; АМ6; А700; АТ71; АТ8,POINT (37.62570327 55.71544578)
3-й Павловский пер. - Театриум на Серпуховке,АН8; АМ5; АМ6; А700; АТ71; АТ8,POINT (37.62780194 55.71942783)
Ул. Павла Андреева,АН8; АМ5; А632; АМ6; А700; АТ71; АТ8,POINT (37.62770898 55.72210574)
Ин-т им. Вишневского,А41; АН8; АМ5; А632; АМ6; А700; АТ71; АТ8,POINT (37.62622664 55.72499391)
Серпуховская пл.,АБК; АМ6; АК; АТ8,POINT (37.62453108 55.72998554)
1-й Спасоналивковский пер.,АМ6; АК; АТ8,POINT (37.61994227 55.73267626)
1-й Казачий пер.,АМ6; АК; АТ8,POINT (37.61964964 55.73472494)
Метро Полянка,АМ6; АК; АТ8,POINT (37.61932160466293 55.7369030309354)
Большая Якиманка,АМ6; АК; АТ8,POINT (37.61738798 55.73991914)
Большая Якиманка,АМ6; АК; АТ8,POINT (37.61726148 55.73952391)
Метро Полянка,АМ6; АК; АТ8,POINT (37.6193906 55.73586852)
1-й Казачий пер.,АМ6; АК; АТ8,POINT (37.61936368 55.73322384)
Серпуховская пл.,АМ6; АК; АТ8,POINT (37.62271981 55.73044364)
3-й Люсиновский пер.,А41; АН8; АМ5; А632; АМ6; А275; А700; АТ71; АТ8,POINT (37.62219435 55.72263741)
Детская п-ка,А41; АН8; АМ5; АМ6; А275; А700; АТ71; АТ8,POINT (37.62217293 55.71725319)
Даниловский рынок,АТ71; АТ8,POINT (37.62209302 55.71289872)
Метро Нагатинская,А907; АН8; А351; АТ8; А142; А275; А700; АО47; АТ10; АТ40; АТ71,POINT (37.62293301 55.68423237)
Нижние Котлы,АН8; А164; А298; А742; А751; А142; А275; АС8; АО47; АТ40; АТ71; АТ8,POINT (37.62474332 55.67861735)
1-й Нагатинский пр.,АН8; А751; А142; АТ40; АТ8,POINT (37.62597533 55.6739732)
Хлебозаводский пр.,АН8; АТ40; А142; АТ8,POINT (37.62399249 55.66870138)
Театр Шалом,АТ8; А142; АП129; А929; АТ40; АТ52,POINT (37.61914365 55.66128825)
"Болотниковская ул., 4",АТ8; АТ52,POINT (37.61311211 55.65639377)
К/т Сатурн,А628; А61; А428; АН6; А195,POINT (37.64588189 55.85200224)
К/т Сатурн,А628; А61; А428; АН6; А195,POINT (37.64729495 55.85241514)
Огородный проезд,А85; А239; А23; АТ3,POINT (37.59149241 55.81945409)
Ул. Гончарова,А239; А126; А12; АС532; АТ3,POINT (37.59307444 55.81461396)
Метро Марьина Роща - Театр Сатирикон,А15; А19; А126; А24; А24К; АН6; АТ13,POINT (37.6158583 55.79686803)
Лазаревский пер.,А15; А19; А24; АН6; АТ13,POINT (37.6161629709 55.7919319835)
Ул. Советской Армии,А19; А810; А24,POINT (37.61734493 55.7884165)
Олимпийский просп.,А19; А810; А24,POINT (37.6212533179 55.7885668099)
Олимпийский просп.,А19; А810; А24,POINT (37.62154439 55.78879984)
Ул. Советской Армии,А15; А19; А24; АН6; АТ13,POINT (37.6167063 55.78941108)
Лазаревский пер.,А15; А19; А24; АН6; АТ13,POINT (37.6165487 55.79162271)
Метро Марьина Роща,А15; А19; АН6; АТ13,POINT (37.61640108 55.79389958)
Метро Марьина Роща - Театр Сатирикон,А15; А19; А24; А24К; АН6; АТ13,POINT (37.61622297 55.79705217)
Ул. Гончарова,А239; А126; А12; АС532; АТ3,POINT (37.59377086 55.81511561)
Огородный пр.,А85; А239; А23; АТ3,POINT (37.59261757 55.81842195)
К/т Ашхабад,А674; А674К; АП129; Ас977; А929,POINT (37.59396605 55.62380949)
"Днепропетровская ул., 17",А674; А674К; АП129; Ас977; А929,POINT (37.58696831 55.62306693)
Школа,А674; А674К; АП129; Ас977; А929,POINT (37.58423066 55.62111395)
Битцевская ал.,А674; А674К; АП129; Ас977; А929,POINT (37.58378958 55.61868505)
Битцевская ал.,А674; А674К; АП129; Ас977; А929,POINT (37.58412174 55.61831741)
"Днепропетровская ул., 31",А674; А674К; АП129; Ас977; А929,POINT (37.58410248 55.61957379)
Школа,А674; А674К; АП129; Ас977; А929,POINT (37.58384491 55.62051196)
"Днепропетровская ул., 17",А674; А674К; АП129; Ас977; А929,POINT (37.58807912 55.62330788)
"Днепропетровская ул., 13",А674; А674К; АП129; Ас977; А929,POINT (37.59248929 55.6238247)
Верхний Чертановский пруд,А671; А28; АН8; А168; АП129; А222; Ас977; А929,POINT (37.60547916 55.63784865)
Калибровская ул.,А15; А239; А24; А24К; АН6; АТ13,POINT (37.61818258 55.81069344)
Спорткомплекс Олимпийский,А38; А24,POINT (37.62288634 55.78063814)
Театр зверей им. Дурова,А38; А24; АН6; АТ13,POINT (37.62120063 55.77984907)
Самотечная ул.,А38; А24; АН6; АТ13,POINT (37.61795468 55.77737604)
Спорткомплекс Олимпийский,А38; А24,POINT (37.6235489417 55.7811231576)
Калибровская ул.,А15; А239; А24; А24К; АН6; АТ13,POINT (37.618780760596266 55.81094442582114)
Метро Владыкино,А76к; А85; АТ29; А24; А24К; АМ9; А76; А599; АТ3,POINT (37.59038559 55.84624912)
Маломосковская ул.,А379; А85; АМ9; АН9; А33; АТ14; АТ83,POINT (37.63753422 55.81282891)
Староалексеевская ул.,А379; А85; АМ9; АН9; А33; АТ14; АТ83,POINT (37.63710582 55.81085151)
Крестовский мост,А379; А85; АМ9; АН9; А33; АТ14; АТ83,POINT (37.63585788 55.80257307)
Метро Просп. Мира,А379; А903; АМ71; АМ2; АМ9; АН9,POINT (37.6327280997 55.7798145894)
Аптекарский огород,АМ2; АМ9; АН9,POINT (37.6321986 55.77697904)
Метро Лубянка,А122; АН15,POINT (37.6315085259 55.7606052825)
Аптекарский огород,А379; АМ2; АМ9; АН9,POINT (37.63283782 55.77770618)
Метро Просп. Мира,А379; А903; АМ71; АМ2; АМ9; АН9,POINT (37.63340332 55.77995767)
Крестовский мост,А379; А85; А714; АП12; АМ9; АН9; А33; АТ14; АТ83,POINT (37.63642093 55.80179508)
Маломосковская ул.,А379; А85; А414; АМ9; АН9; А33; АТ14; АТ83,POINT (37.63835873 55.81284376)
Ростокинская ул.,А286; А56; А496; А603; А195,POINT (37.65897817 55.83556743)
Ул. Бажова,А56; А603,POINT (37.65987406 55.83180455)
"Малахитовая ул., 13",А56; А603,POINT (37.6620356 55.83113176)
Малахитовая ул.,А286; А56; А603,POINT (37.66605818 55.82982676)
Платф. Яуза (выс.),А286; А56; А603,POINT (37.66842074 55.82897734)
Платф. Яуза (пос.),А286; А56; А603,POINT (37.66862409 55.82920253)
Малахитовая ул.,А286; А56; А603; А195,POINT (37.66450838 55.83053245)
Детский театр,А56; А496,POINT (37.65992974 55.83544254)
Лазоревый проезд,А185; А61; А195,POINT (37.63512847 55.84705042)
1-й Ботанический пр.,А185; А61; А195,POINT (37.6349887908 55.8493099136)
2-й Ботанический пр.,А61; А195,POINT (37.63814606 55.84990372)
Улица Седова,А61; А195,POINT (37.64160782 55.85172736)
Метро Свиблово,А628; А61; А428; АН6; А195,POINT (37.65074946 55.85411451)
Ин-т Пути,А380; А176; А195,POINT (37.64390364 55.85639229)
Проезд Русанова,А380; А176; А195,POINT (37.63777592 55.85729451)
Ин-т Пути,А380; А176; А195,POINT (37.64447949 55.85608929)
Метро Свиблово,А380; А176; А195,POINT (37.65127352 55.85507826)
Ул. Седова,А61; А195,POINT (37.6408408 55.85203751)
2-й Ботанический пр.,А61; А195,POINT (37.63811972 55.85065215)
1-я ул. Леонова,А789; А195,POINT (37.64752807 55.84199962)
Мехкомбинат,А789; А195,POINT (37.65163008 55.83945894)
Центральный Музей Вооруженных сил,А15; АН6; АТ13,POINT (37.61589363 55.78512317)
Краснопролетарская ул.,А15,POINT (37.60842303 55.77448927)
2-й Щемиловский пер.,А15,POINT (37.60749928 55.77635344)
Метро Новослободская,А15,POINT (37.60582521 55.77898057)
Метро ВДНХ,А834; А576к; А244; АН6; А536; А544; АТ14; АТ76,POINT (37.64119218 55.82150554)
Ул. Кибальчича,А379; А85; АМ9; АН9; А33; АТ14; АТ83,POINT (37.63895537 55.81579415)
Метро Южная,А249; А708; А218; А675,POINT (37.61008194 55.62302857)
Метро ВДНХ,А379; А85; АМ9; АН9; АН6,POINT (37.63800279 55.81884554)
Селезневская ул.,А15,POINT (37.60738951 55.780751)
Метро Новослободская,А15,POINT (37.60507947 55.77995384)
2-й Щемиловский пер.,А15,POINT (37.60717368 55.77629164)
Симферопольский бульв.,А908; А219; АТ52,POINT (37.61218795 55.66378863)
Метро Нахимовский просп.,А908; А219; АТ52,POINT (37.60664668 55.66434868)
Моск. Приборостроительный техникум,А219; АТ52,POINT (37.60153876 55.66460458)
Школа,А219; А218; А218К; АТ52,POINT (37.59452195 55.66718356)
Нагорная ул.,А219; А258; А218; А218К; А44; АТ52,POINT (37.58962802 55.66910314)
Севастопольский просп.,А908; А219; АТ52; А121; А113; А684; А168; А44; АС5; А67; АТ49; АТ85,POINT (37.58331826 55.67133834)
Ул. Цюрупы,А219; АТ52; А121; А113; А684; А168; А44; АС5; А67; АТ49; АТ85,POINT (37.57759237 55.67300649)
Новочеремушкинская ул.,АТ52; АТ49; АТ85,POINT (37.57089925 55.67531149)
Метро Профсоюзная (выс.),А219; А113; А684; А168; А44; АТ52; АТ85,POINT (37.56592433 55.67713735)
Метро Профсоюзная,А908; А219; АТ52,POINT (37.56451171 55.67706246)
Новочеремушкинская ул.,А219; АТ52; А121; А113; А684; А168; А44; АС5; А67; АТ49; АТ85,POINT (37.57299532 55.67427314)
Ул. Цюрупы,А219; АТ52; А121; А113; А684; А168; А44; АС5; А67; АТ49; АТ85,POINT (37.57787608 55.67256191)
Нагорная ул.,А219; А218; А218К; АТ52,POINT (37.59152519 55.6678657)
Школа,А219; А218; А218К; АТ52,POINT (37.59537481 55.66658861)
Моск. Приборостроительный техникум,А219; А218; А218К; АТ52,POINT (37.60056532 55.66516371)
Метро Нахимовский просп.,А908; А219,POINT (37.607965868 55.6639284851)
Симферопольский бульв.,А908; А219; АТ52,POINT (37.61219052 55.66341836)
"Нахимовский проспект, 1",АТ52,POINT (37.61776254 55.66266498)
Метро Пражская,А1609; А609; А296; А680; А797,POINT (37.60733438 55.61068154)
Универсам,А670; А670К; А724; А751,POINT (37.701842 55.68265537)
ОВД Нагатинский Затон,А670; А670К; А724; А751,POINT (37.6986089196 55.6796555861)
Корабельная улица,А670; А670К; А724; А751,POINT (37.69438885 55.6783303)
Диспансер,А670; А670К; А724; А751,POINT (37.69009163 55.67711796)
Кленовый бульв.,А219; А156; А724; А751,POINT (37.6774511688 55.6761856159)
Районный центр Орбита,А219; А156; А724; А751,POINT (37.6663927 55.67711439)
Метро Коломенская,А751,POINT (37.66492138 55.6799932)
Причал Кленовый бульвар,А724,POINT (37.67304993 55.686272)
"Нагатинская набережная, 48",А724,POINT (37.67899146 55.68796666)
Якорная ул.,А724,POINT (37.68442481 55.68951802)
"Нагатинская набережная, 62",А724,POINT (37.69024334 55.69084294)
Храм Спиридона,А724,POINT (37.69414129 55.68932657)
Нагатино,А724,POINT (37.69145258 55.68606018)
Нагатино (пос.),А724,POINT (37.69238404 55.68654617)
Храм Спиридона,А724,POINT (37.6946535851 55.6895495114)
"Нагатинская набережная, 62",А724,POINT (37.68910616 55.69088822)
Якорная ул.,А724,POINT (37.68318523 55.689356)
"Нагатинская набережная, 48",А724,POINT (37.67802001 55.68790252)
Причал Кленовый бульвар,А724,POINT (37.67247617 55.68637014)
